20000
-6.411159055258850055e-04 -1.032774111147490058e-03 -7.996566880041715807e-04 -4.900395981292011315e-05 -2.227179701310179643e-06 6.212138036615114881e-04
-4.349517834920076987e-04 -4.550217364975240659e-05 -9.032205708354047041e-04 4.632937306206666526e-04 -3.675260989604662130e-06 1.151241505627824012e-03
-2.871782778952607518e-04 8.866101179461955860e-04 -9.528722879022551032e-04 1.162995069167770687e-03 -2.994991497793805063e-06 1.721810222082368171e-03
-1.690792267643167004e-04 -6.382721095379034369e-04 -9.817687020892546228e-04 -1.161771756727127385e-03 -4.770526284633597111e-06 8.909588126044082042e-04
-5.962691538839198682e-05 2.321433196401774480e-04 -1.001529202916915827e-03 -4.620704181800232421e-04 -1.212388944532097362e-06 4.438534484792447019e-04
4.518335197430861704e-05 1.431032843287495223e-03 -1.016324682180397331e-03 5.022727225356370660e-05 -3.243225434454038742e-06 7.513629203673623128e-05
1.582703925670127113e-04 -1.430161589257155329e-03 -1.020955192860325622e-03 5.772013719549688379e-04 -2.550967634492653340e-06 2.829747766875363529e-04
2.898394929851639905e-04 -2.312720656098365783e-04 -1.022523469668559695e-03 1.390611855998093518e-03 -3.977793275168560947e-06 6.840955454807134571e-04
4.573873343749909289e-04 6.391433635682443066e-04 -1.008818528314846166e-03 -9.831792732804666562e-04 -2.098241443481931856e-06 1.257271980730558739e-03
7.223726319693167097e-04 -8.857388639158549331e-04 -9.550851154459514582e-04 -3.540021643892549922e-04 -3.584193096393580499e-06 1.527199692347470505e-03
-9.884697686544962388e-04 4.637342768009331017e-05 -4.976000253561090915e-04 1.499615154222049939e-04 -2.910867552246647503e-06 8.174301033439785149e-04
-6.198748511485421310e-04 1.033645365177830603e-03 -8.093337661662334008e-04 6.993381347741437545e-04 -4.545504695917509182e-06 3.885365150282640498e-04
-4.188700186955027801e-04 -5.289095661552095607e-04 -9.062002245473814660e-04 1.732519167217430080e-03 -1.775796125583116359e-06 2.445601916842967546e-05
-2.756521869120020260e-04 3.277602961265237125e-04 -9.530591328938144667e-04 -2.382464896260316767e-03 -3.410433269253978038e-06 3.361135886366736097e-04
-1.589149787937507111e-04 1.767438479565315709e-03 -9.816353181109343119e-04 -8.040440880485363049e-04 -2.737107725107045042e-06 7.498681020511273115e-04
-5.001831562900477219e-05 -2.221676230961061160e-03 -1.002154762979868630e-03 -2.295851373009951226e-04 -4.223059378018693261e-06 1.380108379762420411e-03
5.499235621683895575e-05 -3.923200533949281659e-04 -1.010630227303881221e-03 2.717815573220133739e-04 -2.343507546332064594e-06 1.378406515875806471e-03
1.693194038923781974e-04 4.603889159043584299e-04 -1.017842466563575023e-03 8.618236201304056363e-04 -3.770333187007972201e-06 7.481662381645127211e-04
