20000
-6.298527771522444401e-04 -1.032774109752938700e-03 -8.099254286379085552e-04 -4.900395974675023813e-05 -2.227179699793938999e-06 6.212138028226886618e-04
-4.245325929205936251e-04 -4.550217358831098796e-05 -9.082172880756576297e-04 4.632937299950827580e-04 -3.675260987102583555e-06 1.151241504073306646e-03
-2.799637863988275566e-04 8.866101167490090303e-04 -9.581924680501352877e-04 1.162995067597382554e-03 -2.994991495754846835e-06 1.721810219757413923e-03
-1.646681700454282078e-04 -6.382721086760469523e-04 -9.869107958538321859e-04 -1.161771755158391142e-03 -4.770526281385873739e-06 8.909588114013497180e-04
-5.805901042107239221e-05 2.321433193267151386e-04 -1.007221310303672932e-03 -4.620704175560911837e-04 -1.212388943706715848e-06 4.438534478799109682e-04
4.449009752367641331e-05 1.431032841355176551e-03 -1.017248913121711600e-03 5.022727218574199535e-05 -3.243225432246085582e-06 7.513629193527996655e-05
1.544814822307169608e-04 -1.430161587326013234e-03 -1.021663586711806003e-03 5.772013711755757948e-04 -2.550967632755981688e-06 2.829747763054365106e-04
2.833906274255816593e-04 -2.312720652975507366e-04 -1.021820231256316287e-03 1.390611854120355102e-03 -3.977793272460521229e-06 6.840955445569816629e-04
4.486569950210219791e-04 6.391433627052112458e-04 -1.013038830410093296e-03 -9.831792719528832138e-04 -2.098241442053471354e-06 1.257271979032868791e-03
7.076519084216517088e-04 -8.857388627198449537e-04 -9.631636739965219584e-04 -3.540021639112471679e-04 -3.584193093953500077e-06 1.527199690285298240e-03
-9.788895836141196360e-04 4.637342761747543731e-05 -5.281581506175512348e-04 1.499615152197124844e-04 -2.910867550264959713e-06 8.174301022402055174e-04
-6.088297125075865356e-04 1.033645363782102885e-03 -8.203377865726848911e-04 6.993381338298298999e-04 -4.545504692822977647e-06 3.885365145036245816e-04
-4.088693727288674829e-04 -5.289095654410248815e-04 -9.127659025427204168e-04 1.732519164878015610e-03 -1.775796124374173338e-06 2.445601913540679836e-05
-2.687406992249836914e-04 3.277602956839501631e-04 -9.578762753787780238e-04 -2.382464893043282923e-03 -3.410433266932191273e-06 3.361135881828206172e-04
-1.547910609464813033e-04 1.767438477178749938e-03 -9.822912931426077809e-04 -8.040440869628383671e-04 -2.737107723243651332e-06 7.498681010385830964e-04
-4.865082750160251555e-05 -2.221676227961139668e-03 -9.972538524751508281e-04 -2.295851369909871354e-04 -4.223059375143679632e-06 1.380108377898864877e-03
5.406786363677346064e-05 -3.923200528651798287e-04 -1.009669392054747972e-03 2.717815569550276894e-04 -2.343507544736629757e-06 1.378406514014549012e-03
1.651507458634446043e-04 4.603889152826969077e-04 -1.008491932147446068e-03 8.618236189666882933e-04 -3.770333184441169721e-06 7.481662371542664725e-04
2.965853571663163053e-04 -1.145027196693979097e-03 -1.018794109623352880e-03 -1.646096434562961675e-03 -3.078075384951065404e-06 3.344117242985043185e-04
4.665966732031468227e-04 -1.069244309563139374e-04 -1.009533703986893911e-03 -6.728827611072045771e-04 -5.108911873490435985e-06 2.615788301972335112e-05
7.406970798590509176e-04 7.986335749883892400e-04 -9.448523312594319257e-04 -1.287021998771804691e-04 -9.202878899647365491e-07 3.902383783879409887e-04
-9.185036314527568208e-04 -7.156881148363879262e-04 -5.867285966302511827e-04 3.764628792410590168e-04 -3.201906371885613313e-06 8.191319661245221413e-04
-5.884476534745594839e-04 1.696350234590112479e-04 -8.280305022507485849e-04 1.017479404771106776e-03 -2.501561933757040553e-06 1.528901554169614322e-03
-3.940074707061045570e-04 1.275236111648736168e-03 -9.140178683259743159e-04 -1.338047808357211441e-03 -3.923230393608337801e-06 1.255570115148552275e-03
-2.577575989690183782e-04 -1.632730812877555187e-03 -9.525364738265587475e-04 -5.526267207516586235e-04 -2.027434010756993111e-06 6.823936806726649306e-04
-1.449131141666917116e-04 -2.947203225130143388e-04 -9.780501867704871535e-04 -2.914972650076375836e-05 -3.539854936776883149e-06 2.812729124211198867e-04
-3.933605416743132745e-05 5.654564929427671055e-04 -9.936207369634283970e-04 4.855429211743287048e-04 -2.868237421460575040e-06 7.683815581959622454e-05
6.370375981291337528e-05 -9.813529937417594592e-04 -1.006205624117083352e-03 1.203529195636720856e-03 -4.453384762238293232e-06 4.455553117642272669e-04
1.761046760024311225e-04 -1.487208277298559659e-05 -1.008396374508245107e-03 -1.123100485437875584e-03 -1.671729142104538119e-06 8.926606752856663420e-04
3.102809231213570417e-04 9.333276186220452629e-04 -1.008663935898008318e-03 -4.400528546773733291e-04 -3.368206564462711533e-06 1.723512083641730221e-03
4.853241479087612247e-04 -6.010114537542196730e-04 -9.913042956281193502e-04 7.010151201884036996e-05 -2.692009664974559397e-06 1.149539640188990131e-03
7.753677966484222566e-04 2.637320335563291852e-04 -9.268945679183988786e-04 6.008785032549108368e-04 -4.156733073803509386e-06 6.195119389383721463e-04
-8.667223807496516426e-04 1.524342857641418532e-03 -6.341340219238182944e-04 1.445996048503795772e-03 -2.286670029696879920e-06 2.289363629487070368e-04
-5.687604790385567292e-04 -1.348084105549086443e-03 -8.378921498514173196e-04 -9.511672396858027222e-04 -3.722227807747474691e-06 1.277187656706590632e-04
-3.796640402536535352e-04 -1.999179054350093616e-04 -9.195125389789924469e-04 -3.329269598801998372e-04 -3.036629452119693774e-06 5.022997154288700054e-04
